userID,itemID,rating,timestamp
1359,1154,5.0,1109629899
134,206,5.0,962988838
2722,122,5.0,1168302866
2108,1928,2.0,1230070367
2548,1615,2.0,1001374534
2611,375,4.5,1156389900
2632,153,5.0,1384139824
1918,29,3.0,854568673
239,165,3.5,1299285916
2031,122,4.0,1222997901
2249,187,3.5,1227425418
1718,623,4.0,1171701083
1905,1461,4.0,1193663044
88,20,3.0,839475844
95,72,5.0,1196981120
2027,7,1.0,1153602642
2392,284,3.5,1053478923
689,40,4.0,974873072
819,132,4.0,1284922212
1507,43,4.0,836493052
2797,624,4.0,1164936751
953,864,5.0,1275879513
2242,3881,4.0,1067030824
1844,126,4.5,1400287661
197,18,4.5,1133046066
1970,535,4.0,1199825533
2239,1917,4.5,1253379817
204,741,5.0,946011713
1894,148,4.0,1236532443
1612,633,4.0,976946572
938,50,2.5,1126112247
2138,111,3.0,1150087719
483,1866,4.5,1426526882
2156,60,3.5,1286717382
2240,19,3.0,1118261080
1043,26,5.0,945839794
2380,5,2.0,939226475
1674,750,2.0,950501576
477,423,3.0,836142739
2712,133,3.0,1232904206
689,52,4.0,974872380
2165,72,3.0,938982521
1045,1169,4.0,1209812642
1085,205,2.5,1109643981
514,74,2.0,1085591812
2479,725,4.0,1304380913
1977,242,3.0,901129798
2242,1710,1.0,1025626544
2562,848,2.5,1129895669
2750,16,4.0,949597370
2599,9,4.0,842019712
35,2,4.0,1282876993
378,848,1.0,1085690115
943,2873,4.0,1284943189
69,721,3.5,1288648556
1302,202,4.0,1204773939
2370,206,4.0,1135916853
953,440,3.5,1275880401
1309,158,1.0,974701464
978,299,2.5,1260411758
190,90,3.5,1185341488
1453,244,5.0,854219967
2749,239,3.0,948656168
93,0,3.5,1112315212
202,1682,2.5,1420657354
15,65,2.0,902110984
783,1966,4.0,976735196
2625,821,5.0,1014236123
1423,178,4.0,953616754
2070,527,3.0,864307320
419,1725,0.5,1107870224
1861,325,4.5,1095998431
1836,260,5.0,979780042
119,213,4.5,1301067691
1731,28,3.0,1129822131
2602,934,5.0,974000860
1431,324,4.5,1327223561
2545,1224,0.5,1194562299
1824,1145,4.0,1089960525
1045,1114,3.0,1255691028
2080,250,2.0,956958747
193,458,3.0,832060108
2877,881,3.0,1348754440
1889,227,3.0,846137339
1112,9,3.0,839340572
2146,502,5.0,845574527
511,297,3.5,1085379189
1128,180,5.0,848005932
2633,225,1.0,847904262
460,659,3.0,1131875720
1237,423,3.0,979670318
1992,216,5.0,1338401011
2463,2061,5.0,1005079186
2901,73,4.5,1297140631
2410,247,4.5,1124598458
1345,81,3.5,1132025047
2327,115,4.5,1091978097
502,797,3.0,1112740961
1905,2776,1.5,1190228464
2622,117,4.0,1296431919
275,497,2.0,851009989
2269,510,3.0,851687283
2069,275,4.0,1298169805
2034,1113,3.5,1172773682
1942,2029,4.0,1122005440
2351,725,5.0,974840484
2620,111,5.0,1014238877
1045,146,1.5,1187464627
1,30,3.0,836571677
2779,418,4.5,1156033813
571,148,5.0,1259115756
614,131,4.5,1322170274
1588,249,4.0,1108486701
531,97,3.0,943204460
2053,1074,4.0,981765453
745,18,3.0,976217510
2510,75,4.0,1086628823
2361,416,4.0,984015208
1091,2860,3.0,1044417669
2027,137,3.0,1294280335
1946,626,3.0,1050891689
2256,44,5.0,1313167050
1905,249,4.0,1189517964
2620,1279,5.0,999631827
1635,837,3.0,1121034957
357,245,5.0,974873093
1098,821,4.0,1325031272
36,997,3.0,1111993561
1575,120,4.0,1255355359
2666,215,3.0,988840848
340,272,3.5,1231186993
1210,2065,1.0,962157839
1404,183,3.5,1167532982
2041,1702,3.0,1422091981
2110,126,5.0,1076040954
823,585,3.0,892766680
2095,475,4.0,849002432
2158,1236,5.0,1259803920
893,122,3.0,1074969988
2687,209,2.0,1005369291
710,1794,4.5,1391278377
2911,2270,3.0,1206241610
262,216,4.5,1289247203
1329,1034,4.0,986695232
2140,53,3.0,1141718323
102,933,5.0,966383614
2901,549,4.5,1297141446
654,538,4.0,939103575
1861,402,4.0,1095917116
2843,1393,3.0,1034359436
2216,351,3.0,1202019195
2180,329,2.0,1089048868
347,65,3.0,916513614
2893,358,5.0,957205991
348,268,4.0,1090340792
1749,1717,2.5,1104417782
618,2265,3.5,1111185912
959,129,3.5,1266269746
67,6,4.5,1380087485
1829,525,3.0,996863344
56,624,5.0,967921726
2060,202,4.0,1025115898
2911,286,3.5,1206239006
993,28,2.5,1239709474
1545,723,4.0,945770156
2108,1115,4.0,1213983232
1147,1079,3.5,1172239190
199,166,3.0,1115410568
239,74,2.0,1299714769
1121,232,2.0,844614493
1931,288,5.0,981427929
1454,182,5.0,952800297
654,784,4.0,939246083
2327,105,1.0,1091977831
701,1114,5.0,1286294650
332,914,4.0,1180343549
972,126,4.0,1111972065
174,126,3.5,1418146188
2733,35,5.0,955046983
1011,48,4.0,938895620
1588,301,5.0,1108487021
1087,64,3.0,856942257
2504,338,2.5,1203298397
1688,749,1.5,1127380323
2078,51,1.0,952380465
1498,194,3.0,951163845
2748,57,3.0,1140274128
1676,968,4.0,1016236653
1906,2754,1.5,1194749550
676,1931,3.5,1284563447
891,1816,4.0,1086262098
715,202,3.5,1239832682
903,1746,5.0,1381789881
1059,971,1.0,1047431442
1678,32,3.0,857407872
2087,28,3.0,875640159
1833,1680,4.0,1424385359
2087,105,3.0,984776510
2429,551,3.5,1268956456
1049,632,5.0,1109981734
467,2516,4.0,1165708254
2687,207,1.0,1004977804
2829,695,4.0,924873339
2217,273,3.5,1355805300
1259,181,3.0,945221875
2583,1112,1.0,898772505
1635,279,3.0,1120962772
1942,2089,1.0,1122003084
141,1294,4.0,1294149297
1445,31,4.0,1150656666
478,105,4.5,1418488387
639,168,3.5,1353752888
2458,18,4.0,839230194
78,4,4.0,1145301775
797,1185,4.0,1171811599
1092,173,4.0,1106267326
1837,165,4.5,1076247087
999,314,4.0,1013466816
1496,250,4.0,901415774
2956,281,5.0,1407564139
348,288,3.5,1090347217
2188,1583,4.0,1230304161
2188,127,3.5,1119809261
355,632,4.0,1117240216
1922,1438,4.5,1277393258
834,1424,4.0,1199147844
2703,232,4.0,1202678302
1129,3,5.0,833813017
167,39,5.0,833464680
930,14,5.0,1004777464
2444,132,4.5,1230671648
1962,1866,5.0,1400935886
2190,157,3.5,1115846159
947,606,2.0,1264720371
955,927,3.5,1107582399
92,5,5.0,1293689996
945,1224,4.5,1318224477
1094,144,4.5,1383823436
2119,44,4.0,1131241732
2229,111,4.0,1169434068
1942,125,3.5,1121992498
710,1600,4.0,1415575550
1679,687,4.0,1371422072
2902,186,5.0,1049390829
56,300,3.0,968204070
2081,1804,4.0,1420944247
797,2963,4.0,1171311444
2429,3115,3.5,1268952751
47,298,4.0,940415899
1531,661,5.0,915360540
868,72,5.0,1052021321
798,205,4.0,1285939319
2172,261,4.0,974704617
1423,299,3.0,951943373
2037,551,5.0,1139726843
1469,12,5.0,1200565899
1156,781,5.0,982785629
1188,46,2.0,949265348
707,2851,4.0,1394399912
1311,183,5.0,995208128
2856,1622,5.0,1054172607
1209,9,4.0,1111489120
748,80,5.0,974549825
25,775,4.0,972329662
232,692,4.0,944975844
900,881,4.0,974694486
1725,6,4.0,1153682089
2708,771,4.0,945483549
2446,4,4.0,840421118
218,42,3.0,843852833
1624,0,2.0,995395755
710,1724,3.0,1088173049
2964,164,4.0,1138004596
338,48,3.0,1056974303
2242,1645,1.0,1022861963
829,6,5.0,847877425
1257,493,1.0,901199222
1225,20,2.0,1091536552
44,681,3.0,942955378
156,968,5.0,1013406394
1354,90,3.0,1001129762
496,178,3.0,1282687748
2713,475,3.5,1216730899
521,1182,2.0,1107694909
1595,265,5.0,1055493286
1076,44,4.0,1104875221
2188,206,4.0,1202602657
254,102,1.0,968052111
2642,88,2.5,1366413251
297,442,3.0,837443656
69,184,3.5,1288581976
1906,3772,0.5,1194653587
1725,1668,4.0,1153682609
1319,2,4.5,1092142349
2648,725,2.0,948242140
1103,992,2.5,1136128173
2611,122,4.0,1155721693
689,204,4.0,974762455
1378,3127,3.5,1095120518
1240,72,3.0,1018972242
259,181,5.0,975101890
2213,871,0.5,1343958274
2058,1156,3.5,1324227589
2186,419,4.5,1334707328
1380,274,5.0,977904599
242,2071,1.5,1125012230
867,1656,3.5,1182287544
144,375,3.5,1121455005
1853,43,4.0,848826721
1058,535,4.0,1197959190
1108,358,4.0,946605619
2437,305,3.0,997711065
393,624,4.0,982433192
392,1445,3.0,1132377198
352,653,4.0,986080330
127,389,3.5,1328163366
2039,173,4.5,1080391254
1084,284,4.0,938964667
2000,73,4.0,1215831221
2440,158,3.0,846590606
1367,800,3.5,1214192918
2738,577,0.5,1283910620
2840,206,5.0,1265857490
2124,2,4.0,1139526846
1289,48,5.0,949870360
223,1618,4.0,1064846020
2063,871,3.5,1123218049
359,200,4.0,962893575
200,558,5.0,1337036921
2027,1988,4.0,1176583511
1691,1187,3.0,1110666076
2939,126,5.0,1255362847
1752,126,3.0,1387336144
1189,22,1.0,1131122302
945,183,3.5,1317708687
2242,109,4.0,1004724447
1132,490,0.5,1392370033
2222,624,2.5,1118622910
1086,306,3.0,948136989
1524,351,4.0,1168537279
1307,259,4.5,1197643607
867,1788,3.5,1387619002
1836,661,4.0,979779403
639,182,4.5,1353258390
2626,892,4.0,999542674
2052,924,1.0,987145307
2794,39,0.5,1206139501
2525,1639,3.5,1213478228
34,806,4.0,1054458236
2527,210,5.0,1195354790
2114,1164,3.5,1261922887
262,901,4.5,1228174241
426,2229,4.0,1243293229
460,1622,3.5,1131827534
225,131,3.5,1168028295
44,692,5.0,943181859
2797,991,3.0,1166661972
2209,206,3.5,1143316123
348,174,4.5,1090346720
473,1265,4.5,1295529336
1470,3225,5.0,1173186565
1289,545,3.0,950294484
2087,181,4.0,875635051
840,1044,4.0,1010511814
1098,1857,4.0,1305069750
1942,181,3.5,1121994489
1594,988,4.5,1107457218
1416,81,4.0,911320351
1115,72,4.5,1249072140
969,304,3.0,945924264
608,291,5.0,942571641
2440,181,3.0,854688585
2562,632,3.5,1129894123
2620,834,3.0,959825804
100,1186,3.5,1263010312
511,613,3.0,981017452
2366,66,5.0,946265685
783,284,4.0,976740342
2625,664,3.0,974692266
2835,92,5.0,970003166
2042,423,4.0,1120710979
458,227,3.0,1322455213
2416,122,3.5,1301185345
2212,15,5.0,933711361
1550,284,5.0,938896397
446,673,2.0,948500224
1470,623,3.0,1135549930
2642,75,2.5,1366411433
1506,550,5.0,1243320394
1091,40,4.0,1139349663
2749,293,2.0,948655703
2688,1917,3.0,1295805118
69,563,4.5,1288577136
484,11,4.0,839341538
699,872,3.0,1367060542
1577,783,2.0,1111753864
797,2956,4.0,1171326858
1440,34,3.5,1149388341
1198,212,4.0,967745103
1689,431,3.0,849307817
1859,37,3.0,849934818
947,210,4.0,1259460123
745,184,5.0,975358663
2391,105,5.0,1181007135
516,239,4.0,1059440397
907,623,4.5,1124423070
676,2819,4.0,1284658851
983,672,5.0,1227323793
2733,692,4.0,955046749
1551,2017,2.0,1073454005
845,351,4.0,1055550372
94,143,2.5,1356809457
639,2521,4.0,1383225183
565,115,3.5,1246921567
1674,251,4.0,950501435
1635,588,3.0,1121038004
1359,1266,3.5,1254265958
669,1071,3.0,1296814893
2102,20,1.0,940701329
2077,2261,3.0,1126014613
506,47,4.0,1009322147
1863,550,5.0,939319731
442,6,4.5,1111830418
964,1070,4.0,1235165959
2242,1069,4.0,987625920
1922,2751,4.0,1368798322
2180,22,3.0,1089049101
1126,126,0.5,1424736284
1011,183,4.0,938895620
947,1249,3.0,1354992285
706,578,4.0,1147688479
180,1077,4.0,1264563991
1309,9,4.0,974698862
1387,19,4.0,1081561292
1762,4,4.0,840985897
2013,43,5.0,1016980189
1144,18,4.0,845134044
652,20,2.0,1190148679
1359,601,2.0,1254442861
2611,624,4.5,1155721612
1576,265,4.0,943031600
488,20,3.0,842934667
2912,390,4.0,1166634637
1568,1079,2.0,1180098403
2644,32,4.0,1006657558
1876,12,3.0,1085181403
1368,180,4.0,952634457
464,211,0.5,1215485737
1380,178,2.0,977904264
2960,2434,4.5,1271692797
852,232,3.0,1139525575
845,239,1.5,1055608943
93,51,1.0,1112283197
202,1963,3.5,1420662924
2285,557,5.0,938862255
2013,3787,4.0,1233441660
255,30,5.0,955396743
2945,144,4.5,1200748487
707,632,4.0,1394390482
2515,548,4.0,1050210508
1718,1052,2.5,1171746488
797,535,4.5,1171377295
2080,238,3.0,964186371
453,422,4.0,834043486
710,2578,2.0,1029430171
39,311,4.5,1264939727
110,232,3.5,1194384661
1731,48,4.0,1129293683
2620,562,5.0,1043068249
390,508,2.5,1329079943
833,4,3.0,849013407
2948,265,1.5,1308444466
1888,1296,2.0,1308274996
2053,52,4.0,948414360
1246,389,3.0,1109125763
469,43,3.0,835811074
1595,1186,3.5,1055858132
1845,67,3.0,1217525078
2437,45,3.0,997474659
2857,812,4.0,942732769
1837,50,3.5,1121366622
2410,519,4.5,1124597307
283,275,2.0,941406014
1335,43,4.0,844272637
1378,4,3.5,1055952973
2145,502,4.0,850500556
2860,148,4.5,1229929229
174,121,4.5,1418146258
1663,265,2.5,1232833201
942,172,3.0,1195211497
470,71,3.5,1332028085
2220,436,3.0,857133795
2087,82,3.0,1053266934
1837,1057,3.5,1102174745
2202,5,5.0,1387151646
2620,540,5.0,957190795
2384,1063,3.5,1247551030
1496,61,5.0,901415450
549,2658,4.0,1229035905
225,236,4.5,1168037135
308,159,2.0,829838228
608,615,3.0,942534003
2115,1971,4.0,1234074332
213,1105,0.5,1230448204
2239,148,3.5,1253388474
1224,559,4.0,1108556323
669,1611,4.0,1296814433
2041,1249,3.5,1420356871
1730,74,5.0,924406973
1831,36,2.0,866542536
899,519,5.0,1147330304
368,32,5.0,835734332
1704,7,2.0,843382173
1150,143,4.0,1310163084
1150,2350,2.0,1369524433
1431,1729,4.5,1384931580
2077,12,3.0,1126025404
2679,28,1.0,1325013645
263,5,2.0,836846348
2928,1072,3.5,1408424640
2013,388,4.0,1070041703
2461,569,4.0,1199045214
1159,5,4.0,978381970
507,42,3.0,847643880
2571,388,3.5,1281478286
2876,1114,4.0,1329153799
594,11,4.0,834086321
2389,232,2.0,1047063771
1159,200,5.0,978382391
885,351,5.0,1363929930
1836,550,3.0,979979754
511,206,4.0,1094281791
1884,122,4.5,1199890926
1878,437,3.0,843222618
1495,132,4.0,1089885662
951,159,3.0,832213604
446,45,5.0,948492037
1098,1720,3.5,1305166995
886,309,4.0,942769065
2557,126,4.0,1270940640
1783,692,3.0,1096062648
1098,236,3.5,1305068826
2313,90,5.0,940367018
2786,6,4.0,835616847
2172,782,2.0,974700744
1551,241,2.5,1071028102
2959,2250,3.5,1394323344
34,723,3.0,1054505358
788,28,3.0,843592363
2169,247,3.5,1148156527
5,4,2.0,833802212
1014,614,4.0,965711152
2672,1369,3.5,1141797380
1524,304,4.0,1168090154
1755,1079,4.0,1362677073
2129,36,3.0,854727236
257,289,1.0,1096038439
1643,260,4.5,1115324922
222,84,3.0,940882098
1624,327,4.0,993827563
877,291,2.5,1213436060
2543,5,4.5,1114736290
1829,526,1.0,996864360
1235,8,3.5,1217884339
355,206,4.0,1117239853
266,4,1.0,832863214
1732,1516,3.5,1285746651
2040,252,3.0,913128594
1416,513,4.0,911320236
2126,662,4.0,999810946
